Name;Description;RecipeCategory;Calories;FatContent;SaturatedFatContent;CholesterolContent;SodiumContent;CarbohydrateContent;FiberContent;SugarContent;ProteinContent
Roasting Peppers;Make and share this Roasting Peppers recipe from Food.com.;Peppers;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Rock Candy for Kids;Make and share this Rock Candy for Kids recipe from Food.com.;Candy;1548.0;0.0;0.0;0.0;11.1;399.9;0.0;399.2;0.0
Rum Baked Beans;Make and share this Rum Baked Beans recipe from Food.com.;Beans;189.9;0.7;0.1;0.0;417.0;36.4;9.9;9.0;8.1
Bread Machine Sage-Wheat Bread;Make and share this Bread Machine Sage-Wheat Bread recipe from Food.com.;Yeast Breads;76.0;1.3;0.5;2.1;81.8;14.1;1.6;0.6;2.7
Beef Crumble;Make and share this Beef Crumble recipe from Food.com.;Meat;403.2;40.4;16.8;56.1;188.9;4.0;0.9;1.7;5.8
Salsa;Hello, My daughter lives in the UK    Cornwall  Anyway we love spicy foods and this is a wonderful salsa recipe.  Make it as  hot or as mild as you want    the flavor will still be wonderful.    It can be  doubled or tripled or whatever.  This recipe will feed 4 adults a snack.  Let  me know what you think.;Sauces;35.3;1.4;0.2;0.0;442.0;5.7;1.5;3.0;1.1
Salty Milk Biscuits;Make and share this Salty Milk Biscuits recipe from Food.com.;Breads;1025.8;47.7;29.4;121.9;485.1;129.8;4.6;0.5;18.1
Savoury Bread Dish;Make and share this Savoury Bread Dish recipe from Food.com.;Manicotti;233.0;9.4;4.2;175.7;367.7;24.9;0.9;1.9;11.6
Scottish Scones;Make and share this Scottish Scones recipe from Food.com.;Scones;271.7;14.2;8.7;36.5;360.4;32.5;1.5;8.4;4.1
Beef Enchiladas;Make and share this Beef Enchiladas recipe from Food.com.;Meat;489.9;25.8;10.8;66.9;742.4;40.0;3.4;3.0;24.2
Slow Cooker BBQ Pinto Beans;Make and share this Slow Cooker BBQ Pinto Beans recipe from Food.com.;Beans;350.6;1.5;0.2;0.0;567.9;68.1;13.2;16.0;17.4
Snow Flurry Brownies;Make and share this Snow Flurry Brownies recipe from Food.com.;Bar Cookie;192.4;11.7;5.6;39.6;149.3;21.9;1.4;15.9;2.5
Soft Zucchini Spice Cookies;Make and share this Soft Zucchini Spice Cookies recipe from Food.com.;Drop Cookies;66.7;2.9;1.4;9.1;60.2;9.6;0.3;5.5;0.9
Solo Chicken Breast and Rainbow Rice;Make and share this Solo Chicken Breast and Rainbow Rice recipe from Food.com.;Chicken Breast;881.5;57.7;8.2;75.5;151.6;60.1;3.9;4.9;30.5
Some 'Berry' Good Fruit Dip Ideas!;FRUIT PLATTER A BERRY GOOD IDEA For many, the arrival of warm weather means a long-awaited supply of fresh - and varied - fruit. And whether you decide to pick your own or buy from a favorite roadside vendor, serving fruit with any meal is, well, a berry good idea. Not only do fruits make a colorful and flavorful accompaniment to breakfast, lunch or dinner, they make a refreshing and healthy snack in the middle of a hot day or under a welcoming shady tree on an outing with family or friends.  HELPFUL HINTS Storing berries: After selecting healthy-looking berries - you'll want to avoid bruised or moldy fruit of any kind - refrigerate them in a single layer, loosely covered. To freeze, arrange washed berries in a single layer on a baking sheet and place in freezer until solid. Transfer them to a plastic freezer bag or container, leaving half-an-inch at the top. Return to freezer.  Preparing a platter: You'll want at least three types of fruit for an attractive platter.;Fruit;1040.8;79.3;49.9;249.5;672.6;68.9;0.2;60.8;18.0
Spaetzle;Make and share this Spaetzle recipe from Food.com.;German;397.5;10.7;4.1;103.3;1557.5;61.3;2.1;0.3;12.2
Spaghetti Pie;Make and share this Spaghetti Pie recipe from Food.com.;One Dish Meal;192.8;4.3;1.7;60.6;390.0;20.6;1.7;3.0;17.4
"Spicy Bacon &amp; Tomato Brunch";"Make and share this Spicy Bacon &amp; Tomato Brunch recipe from Food.com.";Breakfast;95.2;5.7;1.9;8.2;107.5;9.1;2.0;4.5;3.0
Spicy Cherry Glazed Chicken;Make and share this Spicy Cherry Glazed Chicken recipe from Food.com.;Chicken Thigh & Leg;116.4;3.9;0.7;34.0;424.2;12.8;0.2;11.6;8.1
Spicy Dill Dip;Make and share this Spicy Dill Dip recipe from Food.com.;Spicy;426.0;37.9;15.4;71.3;652.0;19.5;1.5;9.1;3.9
Spinach Squares;Make and share this Spinach Squares recipe from Food.com.;Vegetable;370.2;24.2;14.3;154.8;586.8;20.4;2.1;0.7;18.4
Spinach Torte;I adopted this from the recipezaar account in early 2005.  Have not had a chance to make it yet but will be making it soon and will be 'tweeking' the ingredients and directions if necessary.;< 60 Mins;570.6;30.5;11.1;136.2;638.6;60.6;4.9;2.3;14.6
Spoon Bread Chili Pie;Make and share this Spoon Bread Chili Pie recipe from Food.com.;Savory Pies;529.3;35.7;16.0;90.5;1239.7;39.3;7.9;6.4;16.1
Squash & Golden Onion Risotto;Make and share this Squash & Golden Onion Risotto recipe from Food.com.;Short Grain Rice;336.9;8.6;5.2;20.6;585.4;52.4;4.1;6.9;6.4
Steak & Tomato-Basil Pasta;Make and share this Steak & Tomato-Basil Pasta recipe from Food.com.;< 15 Mins;757.8;35.0;13.2;143.1;525.0;71.0;11.0;6.6;41.0
Steak and Ale Meat Marinade;Make and share this Steak and Ale Meat Marinade recipe from Food.com.;Pineapple;1441.0;1.4;0.1;0.0;16129.0;286.9;4.2;244.2;34.0
Strawberry Blender Smoothie;Make and share this Strawberry Blender Smoothie recipe from Food.com.;Smoothies;131.4;0.4;0.1;0.0;0.8;33.1;4.5;25.0;1.7
Strawberry Cheesecake;Very good recipe....My 12 year old daughter said to send her a piece, since I  have not made it in a while;Cheesecake;390.3;20.5;9.8;96.0;246.3;48.2;0.6;40.7;5.1
Strawberry Marbled Cheesecake;Make and share this Strawberry Marbled Cheesecake recipe from Food.com.;Cheesecake;434.1;29.7;16.6;134.5;332.1;35.3;0.8;29.1;8.5
Strawberry 'n Oat Bars;Make and share this Strawberry 'n Oat Bars recipe from Food.com.;Bar Cookie;261.8;12.2;2.5;0.0;204.0;36.2;1.8;20.0;3.2
Stuffed Mozzarella;Make and share this Stuffed Mozzarella recipe from Food.com.;< 15 Mins;124.8;5.2;3.0;18.2;249.5;10.5;3.9;5.4;10.5
Sugar-Coated Pecans;Make and share this Sugar-Coated Pecans recipe from Food.com.;Candy;263.6;23.8;2.0;0.0;4.4;13.5;3.6;9.7;3.3
Surprise Carrot Cake;Make and share this Surprise Carrot Cake recipe from Food.com.;Dessert;376.6;22.1;5.2;62.1;411.8;41.2;1.6;26.8;5.0
Sweet Potato Cakes;Make and share this Sweet Potato Cakes recipe from Food.com.;Dessert;117.0;3.2;0.9;93.0;664.5;17.6;2.6;3.7;4.5
Sweet Potato Pie;Make and share this Sweet Potato Pie recipe from Food.com.;Dessert;1335.4;72.3;44.3;371.5;1304.1;156.4;11.7;86.0;18.4
Swiss Chocolate Squares & Icing;Make and share this Swiss Chocolate Squares & Icing recipe from Food.com.;Bar Cookie;293.7;11.1;6.8;38.9;182.0;48.5;0.9;38.9;2.4
Taco Salad;Make and share this Taco Salad recipe from Food.com.;Beans;1768.9;122.0;29.4;72.6;3019.8;143.2;15.8;30.6;37.9
Taco Seasoning;This is a very good recipe for taco seasoning.  Adjust to your tastebuds.  Do  substitute the cumin or leave it out.  Taco Seasoning;Mexican;6.4;0.3;0.0;0.0;14.0;1.1;0.6;0.1;0.3
Beer Batter;Make and share this Beer Batter recipe from Food.com.;< 15 Mins;650.5;10.8;3.3;372.0;149.4;100.7;3.5;0.7;26.1
Teriyaki Sauce;Make and share this Teriyaki Sauce recipe from Food.com.;Sauces;369.6;0.3;0.1;0.0;11088.5;68.7;1.9;55.1;20.8
Texas Style Picante Sauce;Make and share this Texas Style Picante Sauce recipe from Food.com.;Onions;276.2;1.1;0.2;0.0;2796.1;63.3;7.5;50.6;6.0
Thai Beef Curry;Make and share this Thai Beef Curry recipe from Food.com.;Meat;446.1;33.3;20.3;113.4;559.1;4.5;0.1;2.4;32.4
Three Sisters Vegetables;Make and share this Three Sisters Vegetables recipe from Food.com.;Vegetable;123.8;3.2;1.6;6.1;143.5;24.8;4.0;5.4;3.2
Toffee Cookies;Make and share this Toffee Cookies recipe from Food.com.;Drop Cookies;90.0;5.2;2.5;11.2;70.3;10.5;0.4;7.5;0.9
Honey-Chocolate Oatmeal Cookies;Make and share this Honey-Chocolate Oatmeal Cookies recipe from Food.com.;Drop Cookies;1355.3;70.2;28.2;105.8;364.8;173.2;9.1;89.4;17.9
Honey Oat Hermits;Make and share this Honey Oat Hermits recipe from Food.com.;Drop Cookies;4404.5;183.9;42.2;429.1;2508.4;663.2;35.2;372.0;71.8
Country Rice Pudding;Make and share this Country Rice Pudding recipe from Food.com.;Dessert;389.8;7.7;4.5;56.6;199.4;69.6;1.7;33.5;9.3
Spinach Artichoke Dip;Make and share this Spinach Artichoke Dip recipe from Food.com.;Cheese;150.2;11.3;6.5;34.1;291.6;5.5;2.8;1.4;7.7
Breakfast Pizza II;Make and share this Breakfast Pizza II recipe from Food.com.;Breakfast;609.9;47.5;17.5;276.1;991.5;20.8;1.4;1.9;23.3
Creamy Apple Dip;This mix is delicious as a dip or spread on your favourite crackers, in sandwiches or in crusty bread rolls.  Add a little lemon juice if you are not serving it straight away.   CREAMY APPLE DIP;Apple;399.7;20.6;12.8;63.8;173.9;54.0;6.9;42.6;5.8
Unexpected Company Rice Pudding;Make and share this Unexpected Company Rice Pudding recipe from Food.com.;Dessert;203.6;0.4;0.2;0.0;497.1;47.8;0.7;26.8;2.1
Lollipops;This is an ancient family recipe. It was handed down 4 generations from my mom's side of the family. Enjoy!!;Candy;154.9;0.0;0.0;0.0;0.9;40.0;0.0;39.9;0.0
Vegetarian Pad Thai;Make and share this Vegetarian Pad Thai recipe from Food.com.;Thai;353.0;8.1;1.6;0.0;702.8;62.4;4.7;6.7;9.1
Bacon and Cheese Stuffed Chicken;Make and share this Bacon and Cheese Stuffed Chicken recipe from Food.com.;Chicken Breast;268.2;15.0;5.4;95.9;595.7;1.5;0.1;0.1;30.4
Stewed Tomatoes;Here is a good recipe for stewed tomatoes that I have on my site. This is a good way to use up the remaining tomatoes you may have on your vines!;Vegetable;344.8;1.6;0.2;0.0;116.0;82.5;10.5;71.6;7.2
Better Than Sex Cake;Make and share this Better Than Sex Cake recipe from Food.com.;Dessert;727.9;56.1;39.2;124.8;431.6;50.8;0.8;32.9;8.0
Romeri's Gnocchi & Sauce;"Living in St. Louis, I am blessed to have our ""Hill"" area - which is predominantly Italian folks.  They share their heritage, and their cooking, with the rest of St. Louis.  The following recipe appeared in the St. Louis Cathedral Cookbook (which I love.)";< 15 Mins;2457.1;124.6;49.0;452.4;2845.2;243.6;18.0;26.4;93.8
Orange Baked Chicken;Make and share this Orange Baked Chicken recipe from Food.com.;Chicken;228.5;6.6;1.2;75.5;253.3;15.8;2.8;11.1;26.4
Pesto;Make and share this Pesto recipe from Food.com.;Vegetable;3175.0;311.9;54.1;74.8;2232.4;54.6;18.8;7.9;62.1
Golden Peanut Bars;Make and share this Golden Peanut Bars recipe from Food.com.;Bar Cookie;5737.4;282.7;113.1;611.9;2230.6;693.3;26.9;470.2;145.6
Baked Ziti;Make and share this Baked Ziti recipe from Food.com.;European;439.5;12.4;5.8;30.3;970.4;58.1;2.3;12.1;22.6
Chinese Beef and Broccoli;Make and share this Chinese Beef and Broccoli recipe from Food.com.;Vegetable;300.1;16.5;5.1;46.5;592.4;7.1;3.5;1.8;28.3
Buche de Noel;Make and share this Buche de Noel recipe from Food.com.;Dessert;6382.4;402.5;241.1;2366.8;2816.4;697.3;19.4;421.9;60.9
Parsnip Pie;Make and share this Parsnip Pie recipe from Food.com.;Vegetable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Seven Layer Magic Bars;Make and share this Seven Layer Magic Bars recipe from Food.com.;Bar Cookie;157.6;9.5;5.3;10.5;92.3;17.4;1.0;14.1;2.2
Peppered Fish in Herbed Butter;Make and share this Peppered Fish in Herbed Butter recipe from Food.com.;Very Low Carbs;191.0;13.3;7.9;93.7;173.3;0.4;0.1;0.1;17.0
Beef Jerky;Make and share this Beef Jerky recipe from Food.com.;Lunch/Snacks;13.4;0.0;0.0;0.0;1.5;3.0;0.2;0.1;0.6
Coconut Macaroon Cheesecake;Make and share this Coconut Macaroon Cheesecake recipe from Food.com.;Cheesecake;338.7;28.7;16.8;97.8;193.8;17.0;2.0;14.4;5.6
Chicken Fajitas;Make and share this Chicken Fajitas recipe from Food.com.;Chicken Breast;273.4;16.6;2.5;72.6;280.2;5.5;1.0;2.0;24.8
Apple and Ginger Dessert Pizza;Make and share this Apple and Ginger Dessert Pizza recipe from Food.com.;Dessert;317.5;10.1;5.9;54.0;93.1;50.0;3.3;20.0;5.6
Apple Brown Betty;Make and share this Apple Brown Betty recipe from Food.com.;Dessert;616.9;25.6;15.1;61.0;301.8;94.8;7.0;57.9;6.6
Bisquick Apple Cinnamon Muffins;Make and share this Bisquick Apple Cinnamon Muffins recipe from Food.com.;Quick Breads;150.2;6.2;1.2;16.6;228.0;21.2;0.9;9.6;2.7
Apple Juice Marinade;Make and share this Apple Juice Marinade recipe from Food.com.;Poultry;376.8;0.5;0.1;0.0;4029.9;92.6;1.3;85.5;8.5
Vanilla Cake;Make and share this Vanilla Cake recipe from Food.com.;Dessert;2933.7;123.4;34.7;406.2;1359.0;407.8;6.8;202.3;46.4
Better Than Sex Cake II;Make and share this Better Than Sex Cake II recipe from Food.com.;Dessert;5469.8;322.1;89.4;692.9;5299.4;625.4;21.0;422.8;59.0
"Barley &amp; Mushroom Stuffed Green Bell Peppers";"Make and share this Barley &amp; Mushroom Stuffed Green Bell Peppers recipe from Food.com.";Vegetable;503.9;14.9;6.6;26.4;429.6;77.9;16.5;11.7;18.1
Ground Beef Stuffed Green Bell Peppers With Cheese;We had these not too long ago and we both decided that they needed a little more seasoning. We put a little hot pepper sauce on them and they were much better. I would probably include 2 teaspoons in the meat mix the next time that I make them.;Long Grain Rice;1389.5;120.9;52.8;189.4;1089.4;49.1;8.3;13.4;28.5
Crisfield Crab Dabs;"""This dish is not only easy, it's fun to serve. When the bacon is cooked,  transfer to a serving platter and serve warm.""";Crab;35.5;2.1;0.5;14.2;102.3;0.8;0.0;0.2;3.1
Peach Vinegar;"The flavour is subtle, fruity and fresh. Add to fruit salads or use to create a special glaze for pork dishes.
For the best retention of flavors, store flavored vinegars in the refrigerator or a cool dark place. If properly prepared, flavored vinegars should retain good quality for two to three months in cool room storage and for six to eight months in refrigerated storage. 
-=Attention=-
Should you decided to display pretty bottles of herb and fruit vinegars on a kitchen window sill. If left out for more than a few weeks, these bottles are then considered as decoration and not used in food preparation.";Fruit;88.7;0.6;0.0;0.0;0.0;21.7;3.4;19.1;2.1
Herbal Vinegar with Garlic & Basil;"Herbal vinegars are easy to prepare, beautiful to look at and can be used in any recipe that calls for vinegar. Plus they make great gifts from your garden. The prodecure for making any herbal vinegar is the same, no matter what herb or combination of herbs you are using. All you need are some herbs, top quality vinegars, glass jars and a glass or stainless steel saucepan. 
For the best retention of flavors, store flavored vinegars in the refrigerator or a cool dark place. If properly prepared, flavored vinegars should retain good quality for two to three months in cool room storage and for six to eight months in refrigerated storage. 
-=Attention=-
Should you decided to display pretty bottles of herb and fruit vinegars on a kitchen window sill. If left out for more than a few weeks, these bottles are then considered as decoration and not used in food preparation.";< 15 Mins;29.6;0.3;0.0;0.0;3.8;5.8;1.9;0.2;1.9
Ginger Apple Vinegar;"Herbal vinegars are easy to prepare, beautiful to look at and can be used in any recipe that calls for vinegar. Plus they make great gifts from your garden. The prodecure for making any herbal vinegar is the same, no matter what herb or combination of herbs you are using. All you need are some herbs, top quality vinegars, glass jars and a glass or stainless steel saucepan.
For the best retention of flavors, store flavored vinegars in the refrigerator or a cool dark place. If properly prepared, flavored vinegars should retain good quality for two to three months in cool room storage and for six to eight months in refrigerated storage. 
-=Attention=-
Should you decided to display pretty bottles of herb and fruit vinegars on a kitchen window sill. If left out for more than a few weeks, these bottles are then considered as decoration and not used in food preparation.";Apple;66.4;0.0;0.0;0.0;11.9;6.4;0.0;5.2;0.0
Perfectly Spiced Banana Bread;Make and share this Perfectly Spiced Banana Bread recipe from Food.com.;Quick Breads;318.2;13.1;7.8;77.0;434.9;46.6;1.5;22.3;4.8
Michael Jordon's Macaroni & Cheese;Make and share this Michael Jordon's Macaroni & Cheese recipe from Food.com.;Cheese;978.3;55.0;33.0;157.0;1720.8;74.8;3.4;4.2;45.7
Cajun Turnovers;Make and share this Cajun Turnovers recipe from Food.com.;Cajun;407.2;5.0;1.2;51.6;331.0;76.6;6.2;4.9;15.4
Mushroom Torte;Make and share this Mushroom Torte recipe from Food.com.;< 15 Mins;43.4;0.8;0.2;0.0;49.0;7.5;0.8;1.1;2.5
Tabbouleh;Make and share this Tabbouleh recipe from Food.com.;Dessert;164.2;5.3;0.8;0.0;225.9;27.5;7.1;3.8;5.2
Char Siu Pork;Make and share this Char Siu Pork recipe from Food.com.;Pork;961.5;19.3;6.4;76.1;2491.0;179.9;1.6;171.4;25.5
Haupia;Make and share this Haupia recipe from Food.com.;Dessert;229.1;17.3;15.3;0.0;42.7;20.1;0.0;11.1;1.4
Kalbi;Make and share this Kalbi recipe from Food.com.;Meat;7798.2;689.3;290.5;1378.9;11675.9;105.4;3.2;93.1;283.9
Malassadas;Make and share this Malassadas recipe from Food.com.;Breads;440.6;38.9;6.5;29.1;78.1;21.8;0.4;10.5;2.5
Potato Pancakes;Make and share this Potato Pancakes recipe from Food.com.;Breakfast;427.8;3.8;1.2;141.0;851.4;86.2;10.8;4.1;14.1
Oatmeal Pancakes;Make and share this Oatmeal Pancakes recipe from Food.com.;Breakfast;1053.3;22.5;7.2;442.6;4244.6;157.5;13.6;30.4;54.7
Butter Shortbreads;Make and share this Butter Shortbreads recipe from Food.com.;< 15 Mins;36.0;2.7;1.7;7.1;19.1;2.7;0.1;0.8;0.3
Melting Moments;Make and share this Melting Moments recipe from Food.com.;Candy;1335.7;94.7;58.6;243.8;995.8;115.8;5.7;28.3;10.8
Amish Biscuits;Make and share this Amish Biscuits recipe from Food.com.;Breads;62.3;4.7;1.6;22.7;124.5;4.1;0.1;0.1;1.1
Amish Cornbread II;Make and share this Amish Cornbread II recipe from Food.com.;Sourdough Breads;298.0;14.2;3.2;79.0;475.7;36.0;2.5;1.8;7.7
Mammy's Apple Crisp;Make and share this Mammy's Apple Crisp recipe from Food.com.;Dessert;318.9;12.1;5.3;20.3;16.3;53.2;2.2;42.0;2.3
Beef and Bean Burritos;Make and share this Beef and Bean Burritos recipe from Food.com.;Beans;963.9;65.8;25.0;74.9;1185.0;72.2;8.0;3.8;20.1
Almond Butter Cookies;Make and share this Almond Butter Cookies recipe from Food.com.;Dessert;49.2;2.8;1.7;12.2;28.7;5.6;0.1;2.9;0.5
Old Fashioned Butter Cookies;Make and share this Old Fashioned Butter Cookies recipe from Food.com.;Dessert;3323.5;192.3;118.7;699.5;1265.7;359.3;8.4;119.7;40.5
Marzia's Beef or Chicken Curry;Make and share this Marzia's Beef or Chicken Curry recipe from Food.com.;Chicken Thigh & Leg;914.6;91.7;35.2;114.4;529.6;11.8;2.5;6.3;11.9
Chili Sauce;Make and share this Chili Sauce recipe from Food.com.;Low Protein;32.3;0.1;0.0;0.0;142.5;7.7;0.8;6.4;0.5
Chocolate Caramel Oatmeal Bars;Adopted recipe.This is pretty easy to make. They are very sweet and very sticky, but also very good.They go best with a tall, cold, glass of milk.Try to recuit help with unwrapping the caramels. They are a pain!!;Bar Cookie;183.7;9.0;4.0;7.4;126.7;25.5;0.5;11.6;2.3
Ultimate Chocolate Chip Bars;Make and share this Ultimate Chocolate Chip Bars recipe from Food.com.;Bar Cookie;391.8;20.3;5.9;31.0;396.9;51.1;1.4;33.6;4.0
Pig in the Blankets;"I live in Holland, Michigan and these are just a few of the ""traditional""  recipes I've collected from people I know who probably brought them from ""the  old country."" Enjoy! (Serving size is two pigs, or approx. 15 servings per recipe.)";Breakfast;501.5;39.0;11.8;54.9;1350.4;22.8;0.7;0.1;14.2
Hutspot;"I live in Holland, Michigan and these are just a few of the &quot;traditional&quot;  recipes I've collected from people I know who probably brought them from &quot;the  old country.&quot; Enjoy!";Meat;420.3;0.9;0.2;0.0;130.1;96.2;15.3;17.6;10.9
Krakelingen (Butter Cookies in the Shape of 8);"I live in Holland, Michigan and these are just a few of the &quot;traditional&quot;  recipes I've collected from people I know who probably brought them from &quot;the old country.&quot;";Dessert;70.5;5.2;3.2;13.6;45.2;5.3;0.2;0.0;0.8
Red Onion and Black Olive Sauce;Make and share this Red Onion and Black Olive Sauce recipe from Food.com.;Sauces;99.2;8.7;3.1;10.2;57.5;5.2;0.7;3.1;0.5
Roasted Garlic Basil Sauce;Make and share this Roasted Garlic Basil Sauce recipe from Food.com.;Sauces;73.8;1.2;0.2;0.0;32.4;13.4;3.8;5.6;5.7
Spicy Herb Sauce;Make and share this Spicy Herb Sauce recipe from Food.com.;Sauces;60.9;5.5;0.7;0.0;2.3;3.0;0.6;0.9;0.6
Sweet and Sour Pork Chops;Make and share this Sweet and Sour Pork Chops recipe from Food.com.;Pork;315.8;16.5;5.2;75.0;74.8;18.1;0.1;17.6;22.6
Strawberry Lemonade;Make and share this Strawberry Lemonade recipe from Food.com.;Beverages;100.6;0.3;0.0;0.0;16.2;25.9;1.5;22.8;0.6
Viv's Raisin Pie;Make and share this Viv's Raisin Pie recipe from Food.com.;Pie;2526.4;84.4;29.7;61.1;1505.2;449.7;19.3;289.2;21.4
Twice Baked Potatoes III;Make and share this Twice Baked Potatoes III recipe from Food.com.;Potato;191.0;6.2;3.9;16.6;389.9;30.6;2.8;1.4;4.2
Fiesta Yellow Squash;Make and share this Fiesta Yellow Squash recipe from Food.com.;Vegetable;90.4;6.3;1.4;0.0;373.6;7.7;2.3;5.6;2.6
Yellow Squash Pie;Make and share this Yellow Squash Pie recipe from Food.com.;Dessert;167.0;3.0;0.9;124.1;45.5;26.8;0.5;25.9;4.2
Italian Salad Dressing Mix;Make and share this Italian Salad Dressing Mix recipe from Food.com.;Salad Dressings;295.4;16.7;6.7;29.3;536.0;22.3;6.1;1.8;18.9
Maple Salad Dressing;Make and share this Maple Salad Dressing recipe from Food.com.;Salad Dressings;1092.6;28.1;3.7;0.0;626.0;218.7;0.6;192.4;0.4
Peppy Salad Dressing;Make and share this Peppy Salad Dressing recipe from Food.com.;Salad Dressings;9.1;0.0;0.0;0.0;4.0;2.3;0.2;0.5;0.0
Versatile Salad Dressing;Make and share this Versatile Salad Dressing recipe from Food.com.;Salad Dressings;629.6;4.9;1.6;186.0;861.1;139.5;0.2;133.3;7.1
Zucchini or Yellow Squash Patties and Dressing;Make and share this Zucchini or Yellow Squash Patties and Dressing recipe from Food.com.;Vegetable;248.3;16.9;9.6;65.3;1001.3;19.6;1.6;6.5;5.9
Yellow Squash Bake;Make and share this Yellow Squash Bake recipe from Food.com.;Oven;358.2;19.7;7.3;25.0;998.7;38.8;2.4;7.6;7.2
"""Chicken";"Make and share this ""Chicken recipe from Food.com.";Chicken Breast;645.2;21.2;8.6;64.2;1464.4;78.0;10.0;5.4;35.2
Chicken-Chile Enchiladas;Make and share this Chicken-Chile Enchiladas recipe from Food.com.;Poultry;663.7;42.8;22.7;157.5;528.1;27.5;3.5;1.6;42.7
Chicken Enchiladas De Jocoque;Make and share this Chicken Enchiladas De Jocoque recipe from Food.com.;Mexican;764.1;54.7;27.6;197.8;917.7;32.4;4.4;9.2;37.4
Enchiladas Pollo With Green Chilies Cream Sauce;Make and share this Enchiladas Pollo With Green Chilies Cream Sauce recipe from Food.com.;Mexican;807.9;52.0;20.7;230.0;453.8;28.9;4.7;4.1;56.4
Enchiladas Pollo Verde;Make and share this Enchiladas Pollo Verde recipe from Food.com.;Poultry;376.0;16.4;3.6;61.9;85.4;34.3;6.4;8.0;24.7
Green Chicken Enchiladas;Make and share this Green Chicken Enchiladas recipe from Food.com.;Chicken;222.4;10.4;4.3;14.0;109.2;28.4;4.7;4.2;6.1
Pedernales River Chili Con Carne;Make and share this Pedernales River Chili Con Carne recipe from Food.com.;Meat;1603.9;166.1;68.8;229.3;940.2;6.6;1.8;3.9;20.0
True Texas Chili Con Carne;Make and share this True Texas Chili Con Carne recipe from Food.com.;Tex Mex;1731.8;170.1;68.1;224.7;242.6;24.3;7.6;9.8;23.4
Walter Mcilhenney's Chili Con Carne;Make and share this Walter Mcilhenney's Chili Con Carne recipe from Food.com.;Southwestern U.S.;172.4;14.8;2.0;0.0;1287.1;10.7;3.4;3.6;2.2
Chicken Fried Rice;Make and share this Chicken Fried Rice recipe from Food.com.;Chicken;851.0;12.7;2.1;46.5;35.4;164.0;4.8;3.8;16.4
Vegetable Fried Rice;Make and share this Vegetable Fried Rice recipe from Food.com.;Rice;970.8;24.0;4.5;93.0;1383.7;162.0;4.7;3.2;19.3
Yang Chow Fried Rice;Make and share this Yang Chow Fried Rice recipe from Food.com.;Rice;649.9;10.3;1.9;133.4;363.1;118.3;2.7;0.9;16.9
Young Jewel Fried Rice (Yeung Chau Chow Faan);Make and share this Young Jewel Fried Rice (Yeung Chau Chow Faan) recipe from Food.com.;Rice;647.8;14.3;2.5;83.3;715.5;106.6;2.8;1.9;20.3
Nectarine and Blueberry Tart;Make and share this Nectarine and Blueberry Tart recipe from Food.com.;Dessert;431.0;15.9;9.8;40.7;525.4;69.5;1.8;37.9;4.3
Campanile Rustic Fresh Peach Tart;Make and share this Campanile Rustic Fresh Peach Tart recipe from Food.com.;Dessert;1886.5;94.5;58.7;244.0;815.2;228.6;5.7;27.1;25.1
Beef with Green Peppers;Make and share this Beef with Green Peppers recipe from Food.com.;Meat;765.2;76.4;29.1;84.2;819.1;8.1;1.4;3.7;8.6
Ground Beef Stuffed Green Bell Peppers;"Green peppers stuffed with Lean ground beef, onions and Celery.

Tip: You can blanch the peppers in boiling water for 3 min and freeze them for later use.";Vegetable;295.3;13.5;5.8;79.4;1011.8;20.3;3.6;6.2;24.7
Marinated Green Peppers;Make and share this Marinated Green Peppers recipe from Food.com.;Lunch/Snacks;1123.7;109.3;15.3;0.0;2351.1;39.5;12.4;21.4;6.6
Stuffed Green Bell Peppers II;You can blanch the peppers ahead of time for 3 min in boiling water and then freeze them for later use.;Vegetable;316.0;14.6;6.2;125.9;1008.9;21.3;3.4;2.9;26.2
Baked Lemon Haddock;Make and share this Baked Lemon Haddock recipe from Food.com.;< 60 Mins;171.6;12.2;7.5;57.6;343.6;6.0;0.6;0.6;9.6
Lemon Garlic Roast Chicken;Make and share this Lemon Garlic Roast Chicken recipe from Food.com.;Whole Chicken;252.2;17.4;5.0;86.2;80.9;1.4;0.3;0.3;21.6
Lemon Herb Butter;Make and share this Lemon Herb Butter recipe from Food.com.;Very Low Carbs;231.8;25.8;16.3;71.3;167.6;0.8;0.1;0.1;0.5
Lemon Marinade and Sauce for Poultry;Make and share this Lemon Marinade and Sauce for Poultry recipe from Food.com.;Poultry;391.4;23.0;4.8;0.0;3298.8;43.4;1.5;29.9;7.1
Lemon Oil Drizzle;Make and share this Lemon Oil Drizzle recipe from Food.com.;Very Low Carbs;110.1;12.4;1.7;0.0;18.4;0.1;0.0;0.1;0.0
Linzer Bar;"I adopted this recipe from Recipezaar in August 2006.  I haven't tried the recipe, but I hope to very soon.  Here is what the original poster said about this recipe: &quot;You can take one of two approaches for the top crust here - a lattice top is more traditional and a little more work - the dough can be a little crumbly so you need to add a little water to roll it out.  You can skip the lattice and simply crumble the top crust dough over the jam and bake.  It will look more like a cobbler.  Either way will taste just fine!&quot;";Bar Cookie;235.4;8.3;5.0;35.8;202.1;38.2;0.7;17.0;2.7
